idtaxon;idnombre;ScientificName;idnombre sinónimo;Sinónimo;Tipo sinonimia;taxonConceptID;ScientificNameID;nameAccordingto;namePublishedIn;namePublishedInYear;kingdom;phylum;class;order;family;genus;subgenus;specificepithet;infraspecificepithet;taxonRank;WithoutAutorship;ScientificNameAuthorship;taxonRemarks;Vernacular Name;Origen;Environment;Grupo taxonómico
12141;12141;Salamandra salamandra (Linnaeus, 1758);;;;;urn:lsid:recibio.net:name:332e0644-a5f9-44ee-90f1-28c714cd15ba;;;;Animalia;Chordata;Amphibia;Caudata;Salamandridae;Salamandra;;salamandra;;Species;Salamandra salamandra;(Linnaeus, 1758);;Salamandra Común;Especie nativa;Terrestre (incl. fluvial);Anfibios
12147;12147;Thalasseus sandvicensis (Latham, 1787);12146;Sterna sandvicensis Latham, 1787;Sinónimo;;;;;;Animalia;Chordata;Aves;Charadriiformes;Laridae;Thalasseus;;sandvicensis;;Species;Thalasseus sandvicensis;(Latham, 1787);;Charrán patinegro;Especie nativa;Marino;Aves
12147;12147;Thalasseus sandvicensis (Latham, 1787);;;;;;;;;Animalia;Chordata;Aves;Charadriiformes;Laridae;Thalasseus;;sandvicensis;;Species;Thalasseus sandvicensis;(Latham, 1787);;Charrán patinegro;Especie nativa;Marino;Aves
12151;12151;Arvicola sapidus Miller, 1908;;;;;urn:lsid:recibio.net:name:fd931ad0-0b99-487b-b68a-5f837b756c32;;;;Animalia;Chordata;Mammalia;Rodentia;Cricetidae;Arvicola;;sapidus;;Species;Arvicola sapidus;Miller, 1908;;Rata de agua;Especie nativa;Terrestre (incl. fluvial);Mamíferos
12154;12154;Hypsugo savii (Bonaparte, 1837);32833;Pipistrellus savii (Bonaparte, 1837);Sinónimo;;urn:lsid:recibio.net:name:fd931ad0-0b99-487b-b68a-5f837b756c32;;;;Animalia;Chordata;Mammalia;Chiroptera;Vespertilionidae;Hypsugo;;savii;;Species;Hypsugo savii;(Bonaparte, 1837);;Murciélago de montaña;Especie nativa;Terrestre (incl. fluvial);Mamíferos
12154;12154;Hypsugo savii (Bonaparte, 1837);;;;;urn:lsid:recibio.net:name:fd931ad0-0b99-487b-b68a-5f837b756c32;;;;Animalia;Chordata;Mammalia;Chiroptera;Vespertilionidae;Hypsugo;;savii;;Species;Hypsugo savii;(Bonaparte, 1837);;Murciélago de montaña;Especie nativa;Terrestre (incl. fluvial);Mamíferos
12155;12155;Monticola saxatilis (Linnaeus, 1766);;;;;urn:lsid:recibio.net:name:35f2fc9b-2937-4b5a-b5b3-04153f524b49;;;;Animalia;Chordata;Aves;Passeriformes;Muscicapidae;Monticola;;saxatilis;;Species;Monticola saxatilis;(Linnaeus, 1766);;Roquero rojo;Especie nativa;Terrestre (incl. fluvial);Aves
12160;12160;Lepus schlumbergeri Saint-Loup, 1894;;;;;urn:lsid:recibio.net:name:405853c1-bc7a-410f-81c2-48c082da359b;;;;Animalia;Chordata;Mammalia;Lagomorpha;Leporidae;Lepus;;schlumbergeri;;Species;Lepus schlumbergeri;Saint-Loup, 1894;;Liebre magrebí;Especie nativa;Terrestre (incl. fluvial);Mamíferos
12162;12162;Emberiza schoeniclus subsp. schoeniclus;;;;;;;;0;Animalia;Chordata;Aves;Passeriformes;Emberizidae;Emberiza;;schoeniclus;schoeniclus;Subspecies;Emberiza schoeniclus schoeniclus;-;;Escribano palustre;;Terrestre (incl. fluvial);Aves
12163;12163;Emberiza schoeniclus (Linnaeus, 1758);;;;;urn:lsid:recibio.net:name:74475230-8459-4c10-9474-36e6857da7dd;;;;Animalia;Chordata;Aves;Passeriformes;Emberizidae;Emberiza;;schoeniclus;;Species;Emberiza schoeniclus;(Linnaeus, 1758);;Escribano palustre;Especie nativa;Terrestre (incl. fluvial);Aves
12164;12164;Emberiza schoeniclus subsp. witherbyi;;;;;;;;0;Animalia;Chordata;Aves;Passeriformes;Emberizidae;Emberiza;;schoeniclus;witherbyi;Subspecies;Emberiza schoeniclus witherbyi;-;;Escribano palustre;;Terrestre (incl. fluvial);Aves
12165;12165;Emberiza schoeniclus subsp. lusitanica;;;;;;;;0;Animalia;Chordata;Aves;Passeriformes;Emberizidae;Emberiza;;schoeniclus;lusitanica;Subspecies;Emberiza schoeniclus lusitanica;-;;Escribano palustre;;Terrestre (incl. fluvial);Aves
12166;12166;Acrocephalus schoenobaenus (Linnaeus, 1758);;;;;urn:lsid:recibio.net:name:14d9dadf-9b85-43f7-849a-c3451bea68d5;;;;Animalia;Chordata;Aves;Passeriformes;Acrocephalidae;Acrocephalus;;schoenobaenus;;Species;Acrocephalus schoenobaenus;(Linnaeus, 1758);;Carricerín común;Especie nativa;Terrestre (incl. fluvial);Aves
12167;12167;Psammophis schokari (Forskål, 1775);;;;;urn:lsid:recibio.net:name:7648bc47-5e36-4c9f-99e8-f6981921fec2;;;;Animalia;Chordata;Reptilia;Squamata;Lamprophiidae;Psammophis;;schokari;;Species;Psammophis schokari;(Forskål, 1775);;Bucerrig;Especie no nativa;Terrestre (incl. fluvial);Reptiles
12168;12168;Lacerta schreiberi Bedriaga, 1878;;;;;urn:lsid:recibio.net:name:83ebd5d4-6265-4647-9c82-6c1013a7fbd9;;;;Animalia;Chordata;Reptilia;Squamata;Lacertidae;Lacerta;;schreiberi;;Species;Lacerta schreiberi;Bedriaga, 1878;;Lagarto verdinegro;Especie nativa;Terrestre (incl. fluvial);Reptiles
12169;12169;Miniopterus schreibersii (Kuhl, 1817);;;;;urn:lsid:recibio.net:name:3ef9be8c-a027-4b01-bf80-2f07d1610f02;;;;Animalia;Chordata;Mammalia;Chiroptera;Miniopteridae;Miniopterus;;schreibersii;;Species;Miniopterus schreibersii;(Kuhl, 1817);;Murciélago de cueva;Especie nativa;Terrestre (incl. fluvial);Mamíferos
12171;12171;Acrocephalus scirpaceus (Hermann, 1804);;;;;urn:lsid:recibio.net:name:d79225ad-aed4-4b83-840e-7f0b9429da3c;;;;Animalia;Chordata;Aves;Passeriformes;Acrocephalidae;Acrocephalus;;scirpaceus;;Species;Acrocephalus scirpaceus;(Hermann, 1804);;Carricero común;Especie nativa;Terrestre (incl. fluvial);Aves
12175;12175;Otus scops (Linnaeus, 1758);;;;;urn:lsid:recibio.net:name:17fab988-8f13-4042-b1d8-ab030d9df0e9;;;;Animalia;Chordata;Aves;Strigiformes;Strigidae;Otus;;scops;;Species;Otus scops;(Linnaeus, 1758);;Autillo;Especie nativa;Terrestre (incl. fluvial);Aves
12176;12176;Discoglossus scovazzi Camerano, 1878;;;;;urn:lsid:recibio.net:name:37102ee7-a025-4578-a057-a127aa74a7e4;;;;Animalia;Chordata;Amphibia;Anura;Alytidae;Discoglossus;;scovazzi;;Species;Discoglossus scovazzi;Camerano, 1878;;Sapillo pintojo norteafricano occidental /Sapillo pintojo mediterráneo;Especie nativa;Terrestre (incl. fluvial);Anfibios
12177;12177;Trachemys scripta Schoepff, 1792;;;;;;;;;Animalia;Chordata;Reptilia;Testudines;Emydidae;Trachemys;;scripta;;Species;Trachemys scripta;Schoepff, 1792;;Galápago americano o de Florida;Especie no nativa;Terrestre (incl. fluvial);Reptiles
12178;12178;Sus scrofa Linnaeus, 1758;;;;;urn:lsid:recibio.net:name:d31c88e7-6317-4cc9-8658-c6f1a35879c8;;;;Animalia;Chordata;Mammalia;Artiodactyla;Suidae;Sus;;scrofa;;Species;Sus scrofa;Linnaeus, 1758;;Jabalí;Especie nativa;Terrestre (incl. fluvial);Mamíferos
12190;12190;Lanius senator Linnaeus, 1758;;;;;urn:lsid:recibio.net:name:d4d98002-f612-408c-8580-cd40d7224e93;;;;Animalia;Chordata;Aves;Passeriformes;Laniidae;Lanius;;senator;;Species;Lanius senator;Linnaeus, 1758;;Alcaudón común;Especie nativa;Terrestre (incl. fluvial);Aves
12192;12192;Tchagra senegalus (Linnaeus, 1766);30220;Tchagra senegala (Linnaeus, 1766);Sinónimo;;urn:lsid:recibio.net:name:a44818a1-2775-4418-ad67-1f95f8e5c411;;;;Animalia;Chordata;Aves;Passeriformes;Malaconotidae;Tchagra;;senegalus;;Species;Tchagra senegalus;(Linnaeus, 1766);;Chagra del Senegal;Especie nativa;Terrestre (incl. fluvial);Aves
12192;12192;Tchagra senegalus (Linnaeus, 1766);;;;;urn:lsid:recibio.net:name:a44818a1-2775-4418-ad67-1f95f8e5c411;;;;Animalia;Chordata;Aves;Passeriformes;Malaconotidae;Tchagra;;senegalus;;Species;Tchagra senegalus;(Linnaeus, 1766);;Chagra del Senegal;Especie nativa;Terrestre (incl. fluvial);Aves
12193;12193;Vipera seoanei Lataste, 1879;;;;;urn:lsid:recibio.net:name:fe46ca7f-5f56-4a64-845a-b6318050eb08;;;;Animalia;Chordata;Reptilia;Squamata;Viperidae;Vipera;;seoanei;;Species;Vipera seoanei;Lataste, 1879;;Víbora de Seoane;Especie nativa;Terrestre (incl. fluvial);Reptiles
12196;12196;Serinus serinus (Linnaeus, 1766);;;;;urn:lsid:recibio.net:name:138dd69c-4b45-43b8-8d9d-8f1a5de9ceeb;;;;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Serinus;;serinus;;Species;Serinus serinus;(Linnaeus, 1766);;Serín verdecillo;Especie nativa;Terrestre (incl. fluvial);Aves
12197;12197;Eptesicus serotinus (Schreber, 1774);;;;;urn:lsid:recibio.net:name:c0ec7345-a9bb-46e8-bbcd-325c90c83cd0;;;;Animalia;Chordata;Mammalia;Chiroptera;Vespertilionidae;Eptesicus;;serotinus;;Species;Eptesicus serotinus;(Schreber, 1774);;Murciélago de huerta u hortelano;Especie nativa;Terrestre (incl. fluvial);Mamíferos
12198;12198;Mergus serrator Linnaeus, 1758;;;;;;;;;Animalia;Chordata;Aves;Anseriformes;Anatidae;Mergus;;serrator;;Species;Mergus serrator;Linnaeus, 1758;;;Especie nativa;Marino;Aves
12202;12202;Chalcides sexlineatus Steindachner, 1891;;;;;urn:lsid:recibio.net:name:278572f2-b406-44f5-872d-b42c7d0b9013;;;;Animalia;Chordata;Reptilia;Squamata;Scincidae;Chalcides;;sexlineatus;;Species;Chalcides sexlineatus;Steindachner, 1891;;Lisa Grancanaria;Especie nativa;Terrestre (incl. fluvial);Reptiles
12206;12206;Phylloscopus sibilatrix (Bechstein, 1793);;;;;urn:lsid:recibio.net:name:a227c933-546f-4566-9109-b13f99814994;;;;Animalia;Chordata;Aves;Passeriformes;Phylloscopidae;Phylloscopus;;sibilatrix;;Species;Phylloscopus sibilatrix;(Bechstein, 1793);;Mosquitero silbador;Especie nativa;Terrestre (incl. fluvial);Aves
12208;12208;Podarcis sicula (Rafinesque, 1810);;;;;urn:lsid:recibio.net:name:22ca2bb9-ea41-4139-9106-5a08ed4ae3a4;;;;Animalia;Chordata;Reptilia;Squamata;Lacertidae;Podarcis;;sicula;;Species;Podarcis sicula;(Rafinesque, 1810);;Lagartija italiana;Especie nativa;Terrestre (incl. fluvial);Reptiles
12214;12214;Felis silvestris Schreber, 1777;;;;;urn:lsid:recibio.net:name:1c4a063e-1243-432b-acd1-40a8465d4243;;;;Animalia;Chordata;Mammalia;Carnivora;Felidae;Felis;;silvestris;;Species;Felis silvestris;Schreber, 1777;;Gato montés;Especie nativa;Terrestre (incl. fluvial);Mamíferos
12218;12218;Chalcides simonyi Steindachner, 1891;;;;;urn:lsid:recibio.net:name:36d2e820-73c9-48fc-b889-444d48becc16;;;;Animalia;Chordata;Reptilia;Squamata;Scincidae;Chalcides;;simonyi;;Species;Chalcides simonyi;Steindachner, 1891;;Lisneja;Especie nativa;Terrestre (incl. fluvial);Reptiles
12219;12219;Gallotia simonyi (Steindachner, 1889);32184;Chalcides occidentalis;Sinónimo;;urn:lsid:recibio.net:name:311aa730-5731-4f4f-a6a8-dfc5690af0f8;;;;Animalia;Chordata;Reptilia;Squamata;Lacertidae;Gallotia;;simonyi;;Species;Gallotia simonyi;(Steindachner, 1889);;Lagarto gigante de El Hierro;Especie nativa;Terrestre (incl. fluvial);Reptiles
12219;12219;Gallotia simonyi (Steindachner, 1889);93868;Gallotia simonyi machadoi López-Jurado, 1989;Sinónimo;;urn:lsid:recibio.net:name:311aa730-5731-4f4f-a6a8-dfc5690af0f8;;;;Animalia;Chordata;Reptilia;Squamata;Lacertidae;Gallotia;;simonyi;;Species;Gallotia simonyi;(Steindachner, 1889);;Lagarto gigante de El Hierro;Especie nativa;Terrestre (incl. fluvial);Reptiles
12219;12219;Gallotia simonyi (Steindachner, 1889);;;;;urn:lsid:recibio.net:name:311aa730-5731-4f4f-a6a8-dfc5690af0f8;;;;Animalia;Chordata;Reptilia;Squamata;Lacertidae;Gallotia;;simonyi;;Species;Gallotia simonyi;(Steindachner, 1889);;Lagarto gigante de El Hierro;Especie nativa;Terrestre (incl. fluvial);Reptiles
12226;12226;Monticola solitarius (Linnaeus, 1758);;;;;urn:lsid:recibio.net:name:c4d96819-9ef4-43c3-8713-95b531803ea8;;;;Animalia;Chordata;Aves;Passeriformes;Muscicapidae;Monticola;;solitarius;;Species;Monticola solitarius;(Linnaeus, 1758);;Roquero solitario;Especie nativa;Terrestre (incl. fluvial);Aves
12231;12231;Anthus spinoletta (Linnaeus, 1758);;;;;urn:lsid:recibio.net:name:bd4bf6af-4af1-435a-826b-b94d6db641e0;;;;Animalia;Chordata;Aves;Passeriformes;Motacillidae;Anthus;;spinoletta;;Species;Anthus spinoletta;(Linnaeus, 1758);;Bisbita alpino;Especie nativa;Terrestre (incl. fluvial);Aves
12238;12238;Mus spretus Lataste, 1883;;;;;urn:lsid:recibio.net:name:b9c1b3ea-61e6-4a25-8534-d309c2fa259b;;;;Animalia;Chordata;Mammalia;Rodentia;Muridae;Mus;;spretus;;Species;Mus spretus;Lataste, 1883;;Ratón moruno;Especie nativa;Terrestre (incl. fluvial);Mamíferos
12240;12240;Pluvialis squatarola (Linnaeus, 1758);;;;;urn:lsid:recibio.net:name:cd4aceab-7463-4b24-95b4-d74160b3d8ac;;;;Animalia;Chordata;Aves;Charadriiformes;Charadriidae;Pluvialis;;squatarola;;Species;Pluvialis squatarola;(Linnaeus, 1758);;Chorlito gris;Especie nativa;Terrestre (incl. fluvial);Aves
12241;12241;Tringa stagnatilis (Bechstein, 1803);;;;;urn:lsid:recibio.net:name:3f11d1b9-c34e-44cb-b4ca-60ded5fc0968;;;;Animalia;Chordata;Aves;Charadriiformes;Scolopacidae;Tringa;;stagnatilis;;Species;Tringa stagnatilis;(Bechstein, 1803);;Archibebe fino;Especie nativa;Terrestre (incl. fluvial);Aves
12242;12242;Gallotia stehlini (Schenkel, 1901);;;;;urn:lsid:recibio.net:name:a678d02a-e541-441f-96aa-0bf92006083c;;;;Animalia;Chordata;Reptilia;Squamata;Lacertidae;Gallotia;;stehlini;;Species;Gallotia stehlini;(Schenkel, 1901);;Lagarto de Gran Canaria;Especie nativa;Terrestre (incl. fluvial);Reptiles
12243;12243;Botaurus stellaris (Linnaeus, 1758);;;;;urn:lsid:recibio.net:name:4658cf45-bdab-4362-81f0-de364526e665;;;;Animalia;Chordata;Aves;Pelecaniformes;Ardeidae;Botaurus;;stellaris;;Species;Botaurus stellaris;(Linnaeus, 1758);;Avetoro;Especie nativa;Terrestre (incl. fluvial);Aves
12250;12250;Muscicapa striata (Pallas, 1764);;;;;urn:lsid:recibio.net:name:bc0a519b-1df2-4ce7-9d8c-8f7ab22fca58;;;;Animalia;Chordata;Aves;Passeriformes;Muscicapidae;Muscicapa;;striata;;Species;Muscicapa striata;(Pallas, 1764);;Papamoscas gris;Especie nativa;Terrestre (incl. fluvial);Aves
12254;12254;Chalcides striatus (Cuvier, 1829);;;;;urn:lsid:recibio.net:name:e4fae554-d846-4e6e-9ef8-c0cc4e8fc0dc;;;;Animalia;Chordata;Reptilia;Squamata;Scincidae;Chalcides;;striatus;;Species;Chalcides striatus;(Cuvier, 1829);;Eslizón tridáctilo;Especie nativa;Terrestre (incl. fluvial);Reptiles
12260;12260;Crocidura suaveolens (Pallas, 1811);;;;;urn:lsid:recibio.net:name:9250b394-f381-4cf5-abe3-7124f0317583;;;;Animalia;Chordata;Mammalia;Soricomorpha;Soricidae;Crocidura;;suaveolens;;Species;Crocidura suaveolens;(Pallas, 1811);;Musaraña de campo;Especie nativa;Terrestre (incl. fluvial);Mamíferos
12262;12262;Falco subbuteo Linnaeus, 1758;;;;;urn:lsid:recibio.net:name:6ed133ea-bd94-4726-b29c-54546f806a67;;;;Animalia;Chordata;Aves;Falconiformes;Falconidae;Falco;;subbuteo;;Species;Falco subbuteo;Linnaeus, 1758;;Alcotán;Especie nativa;Terrestre (incl. fluvial);Aves
12282;12282;Luscinia svecica (Linnaeus, 1758);33147;Cyanecula svecica (Linnaeus, 1758);Sinónimo;;;;;;Animalia;Chordata;Aves;Passeriformes;Muscicapidae;Luscinia;;svecica;;Species;Luscinia svecica;(Linnaeus, 1758);;Pechiazul;Especie nativa;Terrestre (incl. fluvial);Aves
12282;12282;Luscinia svecica (Linnaeus, 1758);;;;;;;;;Animalia;Chordata;Aves;Passeriformes;Muscicapidae;Luscinia;;svecica;;Species;Luscinia svecica;(Linnaeus, 1758);;Pechiazul;Especie nativa;Terrestre (incl. fluvial);Aves
12283;12283;Apodemus sylvaticus (Linnaeus, 1758);80231;Sylvaemus sylvaticus;Sinónimo;;urn:lsid:recibio.net:name:c0ec7345-a9bb-46e8-bbcd-325c90c83cd0;;;;Animalia;Chordata;Mammalia;Rodentia;Muridae;Apodemus;;sylvaticus;;Species;Apodemus sylvaticus;(Linnaeus, 1758);;Ratón de campo;Especie nativa;Terrestre (incl. fluvial);Mamíferos
12283;12283;Apodemus sylvaticus (Linnaeus, 1758);;;;;urn:lsid:recibio.net:name:c0ec7345-a9bb-46e8-bbcd-325c90c83cd0;;;;Animalia;Chordata;Mammalia;Rodentia;Muridae;Apodemus;;sylvaticus;;Species;Apodemus sylvaticus;(Linnaeus, 1758);;Ratón de campo;Especie nativa;Terrestre (incl. fluvial);Mamíferos
12284;12284;Turnix sylvaticus (Desfontaines, 1789);24296;Turnix sylvatica;Sinónimo;;urn:lsid:recibio.net:name:b6e1c555-b52e-4a5a-a902-ff1f49827189;;;;Animalia;Chordata;Aves;Charadriiformes;Turnicidae;Turnix;;sylvaticus;;Species;Turnix sylvaticus;(Desfontaines, 1789);;Torillo andaluz;Especie nativa;Terrestre (incl. fluvial);Aves
12284;12284;Turnix sylvaticus (Desfontaines, 1789);;;;;urn:lsid:recibio.net:name:b6e1c555-b52e-4a5a-a902-ff1f49827189;;;;Animalia;Chordata;Aves;Charadriiformes;Turnicidae;Turnix;;sylvaticus;;Species;Turnix sylvaticus;(Desfontaines, 1789);;Torillo andaluz;Especie nativa;Terrestre (incl. fluvial);Aves
12286;12286;Tadorna tadorna (Linnaeus, 1758);;;;;urn:lsid:recibio.net:name:b6ef1713-57d3-4c4c-b2b7-bf60cfa697bc;;;;Animalia;Chordata;Aves;Anseriformes;Anatidae;Tadorna;;tadorna;;Species;Tadorna tadorna;(Linnaeus, 1758);;Tarro blanco;Especie nativa;Terrestre (incl. fluvial);Aves
12291;12291;Timon tangitanus (Boulenger, 1887);12290;Lacerta tangitana Boulenger, 1881;Sinónimo;;urn:lsid:recibio.net:name:7082186b-b9ff-4cd5-95e4-00e67da6d46f;;;;Animalia;Chordata;Reptilia;Squamata;Lacertidae;Timon;;tangitanus;;Species;Timon tangitanus;(Boulenger, 1887);;Lagarto ocelado del Atlas;Especie nativa;Terrestre (incl. fluvial);Reptiles
12291;12291;Timon tangitanus (Boulenger, 1887);;;;;urn:lsid:recibio.net:name:7082186b-b9ff-4cd5-95e4-00e67da6d46f;;;;Animalia;Chordata;Reptilia;Squamata;Lacertidae;Timon;;tangitanus;;Species;Timon tangitanus;(Boulenger, 1887);;Lagarto ocelado del Atlas;Especie nativa;Terrestre (incl. fluvial);Reptiles
12292;12292;Otis tarda Linnaeus, 1758;;;;;urn:lsid:recibio.net:name:d2b1384c-8a0f-4139-8f86-1c8aa727683d;;;;Animalia;Chordata;Aves;Otidiformes;Otididae;Otis;;tarda;;Species;Otis tarda;Linnaeus, 1758;;Abetarda;Especie nativa;Terrestre (incl. fluvial);Aves
12298;12298;Rana temporaria Linnaeus, 1758;;;;;urn:lsid:recibio.net:name:65eaa18d-5040-4e7e-8931-399b9fbe7d0a;;;;Animalia;Chordata;Amphibia;Anura;Ranidae;Rana;;temporaria;;Species;Rana temporaria;Linnaeus, 1758;;Rana bermeja;Especie nativa;Terrestre (incl. fluvial);Anfibios
12303;12303;Plecotus teneriffae Barrett-Hamilton, 1907;;;;;urn:lsid:recibio.net:name:49ca6503-cf38-4308-8767-bdb850cfad4d;;;;Animalia;Chordata;Mammalia;Chiroptera;Vespertilionidae;Plecotus;;teneriffae;;Species;Plecotus teneriffae;Barret-Hamilton, 1907;;Murciélago orejudo canario;Especie nativa;Terrestre (incl. fluvial);Mamíferos
12305;12305;Tadarida teniotis (Rafinesque, 1814);;;;;urn:lsid:recibio.net:name:999b0ab5-7d52-4416-8cd1-979aa5550ee4;;;;Animalia;Chordata;Mammalia;Chiroptera;Molossidae;Tadarida;;teniotis;;Species;Tadarida teniotis;(Rafinesque, 1814);;Murciélago rabudo;Especie nativa;Terrestre (incl. fluvial);Mamíferos
12312;12312;Tetrax tetrax (Linnaeus, 1758);32216;Tetrax tetrax tetrax;Sinónimo;;;;;;Animalia;Chordata;Aves;Otidiformes;Otididae;Tetrax;;tetrax;;Species;Tetrax tetrax;(Linnaeus, 1758);;Sisón;Especie nativa;Terrestre (incl. fluvial);Aves
12312;12312;Tetrax tetrax (Linnaeus, 1758);;;;;;;;;Animalia;Chordata;Aves;Otidiformes;Otididae;Tetrax;;tetrax;;Species;Tetrax tetrax;(Linnaeus, 1758);;Sisón;Especie nativa;Terrestre (incl. fluvial);Aves
12315;12315;Fringilla teydea Webb, Berthelot & Moquin-Tandon, 1842;12314;Fringilla teydea subsp. teydea;Sinónimo;;urn:lsid:recibio.net:name:6099d07f-63de-4d14-8825-48f3f1f7365e;;;;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Fringilla;;teydea;;Species;Fringilla teydea;Webb, Berthelot & Moquin-Tandon, 1842;;Pinzón azul;Especie nativa;Terrestre (incl. fluvial);Aves
12315;12315;Fringilla teydea Webb, Berthelot & Moquin-Tandon, 1842;;;;;urn:lsid:recibio.net:name:6099d07f-63de-4d14-8825-48f3f1f7365e;;;;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Fringilla;;teydea;;Species;Fringilla teydea;Webb, Berthelot & Moquin-Tandon, 1842;;Pinzón azul;Especie nativa;Terrestre (incl. fluvial);Aves
12316;12316;Galerida theklae Brehm, AE, 1857;;;;;urn:lsid:recibio.net:name:44d56fa5-c88d-4c3c-bfa6-3f3d1706ca03;;;;Animalia;Chordata;Aves;Passeriformes;Alaudidae;Galerida;;theklae;;Species;Galerida theklae;Brehm, AE, 1857;;Cogujada montesina;Especie nativa;Terrestre (incl. fluvial);Aves
12320;12320;Blanus tingitanus Busack, 1988;;;;;urn:lsid:recibio.net:name:d8aed854-94c1-4ce0-bf8f-139825583805;;;;Animalia;Chordata;Reptilia;Squamata;Blanidae;Blanus;;tingitanus;;Species;Blanus tingitanus;Busack, 1988;;Culebrilla ciega de Tánger;Especie nativa;Terrestre (incl. fluvial);Reptiles
12321;12321;Falco tinnunculus Linnaeus, 1758;;;;;urn:lsid:recibio.net:name:c8322530-37fe-455a-940d-c1b4ead40224;;;;Animalia;Chordata;Aves;Falconiformes;Falconidae;Falco;;tinnunculus;;Species;Falco tinnunculus;Linnaeus, 1758;;Cernícalo común;Especie nativa;Terrestre (incl. fluvial);Aves
12322;12322;Falco tinnunculus subsp. canariensis;;;;;;;;0;Animalia;Chordata;Aves;Falconiformes;Falconidae;Falco;;tinnunculus;canariensis;Subspecies;Falco tinnunculus canariensis;-;;;;Terrestre (incl. fluvial);Aves
12323;12323;Falco tinnunculus subsp. dacotiae Linnaeus, 1758;;;;;;;;0;Animalia;Chordata;Aves;Falconiformes;Falconidae;Falco;;tinnunculus;dacotiae;Subspecies;Falco tinnunculus dacotiae;Linnaeus, 1758;;;;Terrestre (incl. fluvial);Aves
12324;12324;Turdus torquatus Linnaeus, 1758;;;;;urn:lsid:recibio.net:name:aa89378b-e759-4038-b701-0d0fe3398f16;;;;Animalia;Chordata;Aves;Passeriformes;Turdidae;Turdus;;torquatus;;Species;Turdus torquatus;Linnaeus, 1758;;Mirlo capiblanco;Especie nativa;Terrestre (incl. fluvial);Aves
12326;12326;Jynx torquilla Linnaeus, 1758;;;;;urn:lsid:recibio.net:name:8d36289b-566e-4fea-b9ce-1170549bb8de;;;;Animalia;Chordata;Aves;Piciformes;Picidae;Jynx;;torquilla;;Species;Jynx torquilla;Linnaeus, 1758;;Torcecuello;Especie nativa;Terrestre (incl. fluvial);Aves
12329;12329;Tringa totanus (Linnaeus, 1758);;;;;urn:lsid:recibio.net:name:a5e6d598-28ef-4a80-84a3-2a0966156ea5;;;;Animalia;Chordata;Aves;Charadriiformes;Scolopacidae;Tringa;;totanus;;Species;Tringa totanus;(Linnaeus, 1758);;Archibebe común;Especie nativa;Terrestre (incl. fluvial);Aves
12336;12336;Anthus trivialis (Linnaeus, 1758);;;;;urn:lsid:recibio.net:name:e5914401-2157-48a5-bc56-feb7e5bdda83;;;;Animalia;Chordata;Aves;Passeriformes;Motacillidae;Anthus;;trivialis;;Species;Anthus trivialis;(Linnaeus, 1758);;Bisbita arbóreo;Especie nativa;Terrestre (incl. fluvial);Aves
12337;12337;Phylloscopus trochilus (Linnaeus, 1758);;;;;urn:lsid:recibio.net:name:bddf64b9-ae0e-4270-8969-2a1d350e8358;;;;Animalia;Chordata;Aves;Passeriformes;Phylloscopidae;Phylloscopus;;trochilus;;Species;Phylloscopus trochilus;(Linnaeus, 1758);;Mosquitero musical;Especie nativa;Terrestre (incl. fluvial);Aves
12339;12339;Estrilda troglodytes (Lichtenstein, MHK, 1823);;;;;;;;;Animalia;Chordata;Aves;Passeriformes;Estrildidae;Estrilda;;troglodytes;;Species;Estrilda troglodytes;(Lichtenstein, MHK, 1823);;Estrilda culinegra;Especie no nativa;Terrestre (incl. fluvial);Aves
12340;12340;Troglodytes troglodytes (Linnaeus, 1758);;;;;urn:lsid:recibio.net:name:471c239b-7674-454e-ac77-95e836d6153e;;;;Animalia;Chordata;Aves;Passeriformes;Troglodytidae;Troglodytes;;troglodytes;;Species;Troglodytes troglodytes;(Linnaeus, 1758);;Chochín;Especie nativa;Terrestre (incl. fluvial);Aves
12351;12351;Hemidactylus turcicus (Linnaeus, 1758);93876;Hemidactylus turcicus spinalis Buchholz, 1954;Sinónimo;;urn:lsid:recibio.net:name:433cee0c-b672-4ebb-99c0-ea9e95cae1a7;;;;Animalia;Chordata;Reptilia;Squamata;Gekkonidae;Hemidactylus;;turcicus;;Species;Hemidactylus turcicus;(Linnaeus, 1758);;Salamanquesa rosada;Especie nativa;Terrestre (incl. fluvial);Reptiles
