idtaxon;idnombre;ScientificName;idnombre sinónimo;Sinónimo;Tipo sinonimia;taxonConceptID;ScientificNameID;nameAccordingto;namePublishedIn;namePublishedInYear;kingdom;phylum;class;order;family;genus;subgenus;specificepithet;infraspecificepithet;taxonRank;WithoutAutorship;ScientificNameAuthorship;taxonRemarks;Vernacular Name;Origen;Environment;Grupo taxonómico
11921;11921;Asio otus (Linnaeus, 1758);;;;;urn:lsid:recibio.net:name:14610a93-6cbc-4493-93f5-9d516e32d62f;;;;Animalia;Chordata;Aves;Strigiformes;Strigidae;Asio;;otus;;Species;Asio otus;(Linnaeus, 1758);;Búho chico;Especie nativa;Terrestre (incl. fluvial);Aves
11930;11930;Apus pallidus (Shelley, 1870);;;;;urn:lsid:recibio.net:name:b10f24df-6b77-421b-8f3d-ca17f5c582ba;;;;Animalia;Chordata;Aves;Apodiformes;Apodidae;Apus;;pallidus;;Species;Apus pallidus;(Shelley, 1870);;Vencejo pálido;Especie nativa;Terrestre (incl. fluvial);Aves
11932;11932;Acrocephalus paludicola (Vieillot, 1817);;;;;urn:lsid:recibio.net:name:ef923593-1204-4b70-bbcb-aa750dec5301;;;;Animalia;Chordata;Aves;Passeriformes;Acrocephalidae;Acrocephalus;;paludicola;;Species;Acrocephalus paludicola;(Vieillot, 1817);;Carricerín cejudo;Especie nativa;Terrestre (incl. fluvial);Aves
11934;11934;Columba palumbus Linnaeus, 1758;;;;;urn:lsid:recibio.net:name:ff532fa5-099a-4ad8-ac1a-09cbf76171a6;;;;Animalia;Chordata;Aves;Columbiformes;Columbidae;Columba;;palumbus;;Species;Columba palumbus;Linnaeus, 1758;;Paloma torcaz;Especie nativa;Terrestre (incl. fluvial);Aves
11938;11938;Sterna paradisaea Pontoppidan, 1763;;;;;;;;;Animalia;Chordata;Aves;Charadriiformes;Laridae;Sterna;;paradisaea;;Species;Sterna paradisaea;Pontoppidan, 1763;;Charrán ártico;Especie nativa;Marino;Aves
11941;11941;Chalcides parallelus (Doumergue, 1901);;;;;urn:lsid:recibio.net:name:6fcc8bcc-df97-4909-b1da-4f102028a2b6;;;;Animalia;Chordata;Reptilia;Squamata;Scincidae;Chalcides;;parallelus;;Species;Chalcides parallelus;(Doumergue, 1901);;Eslizón de Chafarinas;Especie nativa;Terrestre (incl. fluvial);Reptiles
11943;11943;Lynx pardinus (Temminck, 1827);81371;Lynx pardina;Variación ortográfica/Chresónimo;;urn:lsid:recibio.net:name:1ed7b611-cc9c-48dd-b017-0d877c9eead1;;;;Animalia;Chordata;Mammalia;Carnivora;Felidae;Lynx;;pardinus;;Species;Lynx pardinus;(Temminck, 1827);;Lince;Especie nativa;Terrestre (incl. fluvial);Mamíferos
11943;11943;Lynx pardinus (Temminck, 1827);;;;;urn:lsid:recibio.net:name:1ed7b611-cc9c-48dd-b017-0d877c9eead1;;;;Animalia;Chordata;Mammalia;Carnivora;Felidae;Lynx;;pardinus;;Species;Lynx pardinus;(Temminck, 1827);;Lince;Especie nativa;Terrestre (incl. fluvial);Mamíferos
11953;11953;Hydrobates pelagicus pelagicus Linnaeus, 1758;;;;;;;;;Animalia;Chordata;Aves;Procellariiformes;Hydrobatidae;Hydrobates;;pelagicus;pelagicus;Subspecies;Hydrobates pelagicus pelagicus;Linnaeus, 1758;;;Especie nativa;Marino;Aves
11957;11957;Remiz pendulinus (Linnaeus, 1758);;;;;urn:lsid:recibio.net:name:38053f19-e887-4b2b-980c-aa206ee4922a;;;;Animalia;Chordata;Aves;Passeriformes;Remizidae;Remiz;;pendulinus;;Species;Remiz pendulinus;(Linnaeus, 1758);;Pájaro-moscón europeo;Especie nativa;Terrestre (incl. fluvial);Aves
11959;11959;Hieraaetus pennatus (Gmelin, JF, 1788);16301;Aquila pennata;Sinónimo;;;;;;Animalia;Chordata;Aves;Accipitriformes;Accipitridae;Hieraaetus;;pennatus;;Species;Hieraaetus pennatus;(Gmelin, JF, 1788);;Águila calzada;Especie nativa;Terrestre (incl. fluvial);Aves
11959;11959;Hieraaetus pennatus (Gmelin, JF, 1788);;;;;;;;;Animalia;Chordata;Aves;Accipitriformes;Accipitridae;Hieraaetus;;pennatus;;Species;Hieraaetus pennatus;(Gmelin, JF, 1788);;Águila calzada;Especie nativa;Terrestre (incl. fluvial);Aves
11961;11961;Neophron percnopterus (Linnaeus, 1758);;;;;urn:lsid:recibio.net:name:cb21857d-3a62-437d-bbf8-571d271ef2e9;;;;Animalia;Chordata;Aves;Accipitriformes;Accipitridae;Neophron;;percnopterus;;Species;Neophron percnopterus;(Linnaeus, 1758);;Aguilón;Especie nativa;Terrestre (incl. fluvial);Aves
11962;11962;Perdix perdix (Linnaeus, 1758);;;;;urn:lsid:recibio.net:name:e2a7aa8a-8001-432e-8ebd-f9ec66565572;;;;Animalia;Chordata;Aves;Galliformes;Phasianidae;Perdix;;perdix;;Species;Perdix perdix;(Linnaeus, 1758);;Perdiz pardilla;Especie nativa;Terrestre (incl. fluvial);Aves
11963;11963;Falco peregrinus Tunstall, 1771;;;;;urn:lsid:recibio.net:name:06c447cc-19c5-4c45-b581-1645a4d36756;;;;Animalia;Chordata;Aves;Falconiformes;Falconidae;Falco;;peregrinus;;Species;Falco peregrinus;Tunstall, 1771;;Halcón peregrino;Especie nativa;Terrestre (incl. fluvial);Aves
11964;11964;Pelophylax perezi (Seoane, 1885);11965;Rana perezi Seoane, 1885;Sinónimo;;urn:lsid:recibio.net:name:4329adcf-87cb-407b-923d-8be72e3d2e27;;;;Animalia;Chordata;Amphibia;Anura;Ranidae;Pelophylax;;perezi;;Species;Pelophylax perezi;(Seoane, 1885);;Rana verde común;Especie nativa;Terrestre (incl. fluvial);Anfibios
11964;11964;Pelophylax perezi (Seoane, 1885);;;;;urn:lsid:recibio.net:name:4329adcf-87cb-407b-923d-8be72e3d2e27;;;;Animalia;Chordata;Amphibia;Anura;Ranidae;Pelophylax;;perezi;;Species;Pelophylax perezi;(Seoane, 1885);;Rana verde común;Especie nativa;Terrestre (incl. fluvial);Anfibios
11971;11971;Scelarcis perspicillata (Duméril & Bibron, 1839);11970;Lacerta perspicillata Duméril y Bibron, 1839;Sinónimo;;urn:lsid:recibio.net:name:24fb3f29-396c-4308-8d1f-8798e737af45;;;;Animalia;Chordata;Reptilia;Squamata;Lacertidae;Scelarcis;;perspicillata;;Species;Scelarcis perspicillata;(Duméril & Bibron, 1839);;Lagartija de Marruecos;Especie nativa;Terrestre (incl. fluvial);Reptiles
11971;11971;Scelarcis perspicillata (Duméril & Bibron, 1839);93934;Podarcis perspicillata (Dumeril &Bibron, 1839);Sinónimo;;urn:lsid:recibio.net:name:24fb3f29-396c-4308-8d1f-8798e737af45;;;;Animalia;Chordata;Reptilia;Squamata;Lacertidae;Scelarcis;;perspicillata;;Species;Scelarcis perspicillata;(Duméril & Bibron, 1839);;Lagartija de Marruecos;Especie nativa;Terrestre (incl. fluvial);Reptiles
11971;11971;Scelarcis perspicillata (Duméril & Bibron, 1839);;;;;urn:lsid:recibio.net:name:24fb3f29-396c-4308-8d1f-8798e737af45;;;;Animalia;Chordata;Reptilia;Squamata;Lacertidae;Scelarcis;;perspicillata;;Species;Scelarcis perspicillata;(Duméril & Bibron, 1839);;Lagartija de Marruecos;Especie nativa;Terrestre (incl. fluvial);Reptiles
11973;11973;Petronia petronia (Linnaeus, 1766);;;;;urn:lsid:recibio.net:name:cb468a5d-fb45-48f7-a42d-edc61b3ce3e6;;;;Animalia;Chordata;Aves;Passeriformes;Passeridae;Petronia;;petronia;;Species;Petronia petronia;(Linnaeus, 1766);;Gorrión chillón;Especie nativa;Terrestre (incl. fluvial);Aves
11974;11974;Numenius phaeopus (Linnaeus, 1758);;;;;;;;;Animalia;Chordata;Aves;Charadriiformes;Scolopacidae;Numenius;;phaeopus;;Species;Numenius phaeopus;(Linnaeus, 1758);;Zarapito trinador;Especie nativa;Terrestre (incl. fluvial);Aves
11976;11976;Turdus philomelos Brehm, CL, 1831;;;;;urn:lsid:recibio.net:name:bf7d4748-7057-4c19-b0bf-389dd43281f9;;;;Animalia;Chordata;Aves;Passeriformes;Turdidae;Turdus;;philomelos;;Species;Turdus philomelos;Brehm, CL, 1831;;Zorzal común;Especie nativa;Terrestre (incl. fluvial);Aves
11977;11977;Phoenicurus phoenicurus (Linnaeus, 1758);;;;;urn:lsid:recibio.net:name:58a3d3fc-9a06-43ac-b0b5-95accf26b796;;;;Animalia;Chordata;Aves;Passeriformes;Muscicapidae;Phoenicurus;;phoenicurus;;Species;Phoenicurus phoenicurus;(Linnaeus, 1758);;Colirrojo real;Especie nativa;Terrestre (incl. fluvial);Aves
11981;11981;Pica pica (Linnaeus, 1758);;;;;urn:lsid:recibio.net:name:6d597fd6-baef-4534-8db2-7f6517701aca;;;;Animalia;Chordata;Aves;Passeriformes;Corvidae;Pica;;pica;;Species;Pica pica;(Linnaeus, 1758);;Urraca común;Especie nativa;Terrestre (incl. fluvial);Aves
11985;11985;Discoglossus pictus (Otth, 1837);;;;;urn:lsid:recibio.net:name:9feb689b-b23d-4162-9996-62e00dd702f2;;;;Animalia;Chordata;Amphibia;Anura;Alytidae;Discoglossus;;pictus;;Species;Discoglossus pictus;(Otth, 1837);;Sapillo pintojo mediterráneo;Especie nativa;Terrestre (incl. fluvial);Anfibios
11991;11991;Pipistrellus pipistrellus (Schreber, 1774);;;;;urn:lsid:recibio.net:name:ec740c33-7978-4961-8844-5c24702348c4;;;;Animalia;Chordata;Mammalia;Chiroptera;Vespertilionidae;Pipistrellus;;pipistrellus;;Species;Pipistrellus pipistrellus;(Schreber, 1774);;Murciélago común;Especie nativa;Terrestre (incl. fluvial);Mamíferos
11995;11995;Podarcis pityusensis (Boscá, 1883);;;;;urn:lsid:recibio.net:name:ba84c756-43ae-4609-a64e-0f35e260cce8;;;;Animalia;Chordata;Reptilia;Squamata;Lacertidae;Podarcis;;pityusensis;;Species;Podarcis pityusensis;(Boscá, 1883);;Lagartija de las Pitiusas;Especie nativa;Terrestre (incl. fluvial);Reptiles
12000;12000;Anas platyrhynchos Linnaeus, 1758;;;;;urn:lsid:recibio.net:name:405853c1-bc7a-410f-81c2-48c082da359b;;;;Animalia;Chordata;Aves;Anseriformes;Anatidae;Anas;;platyrhynchos;;Species;Anas platyrhynchos;Linnaeus, 1758;;Ánade azulón;Especie nativa;Terrestre (incl. fluvial);Aves
12009;12009;Hippolais polyglotta (Vieillot, 1817);;;;;urn:lsid:recibio.net:name:d86f8fe0-4f9f-496b-9493-4c41812003de;;;;Animalia;Chordata;Aves;Passeriformes;Acrocephalidae;Hippolais;;polyglotta;;Species;Hippolais polyglotta;(Vieillot, 1817);;Zarcero común;Especie nativa;Terrestre (incl. fluvial);Aves
12013;12013;Porphyrio porphyrio (Linnaeus, 1758);;;;;urn:lsid:recibio.net:name:65b12f50-3023-428b-a5aa-7d2088461d29;;;;Animalia;Chordata;Aves;Gruiformes;Rallidae;Porphyrio;;porphyrio;;Species;Porphyrio porphyrio;(Linnaeus, 1758);;Calamón;Especie nativa;Terrestre (incl. fluvial);Aves
12014;12014;Porzana porzana (Linnaeus, 1766);;;;;;;;;Animalia;Chordata;Aves;Gruiformes;Rallidae;Porzana;;porzana;;Species;Porzana porzana;(Linnaeus, 1766);;Polluela pintoja;Especie nativa;Terrestre (incl. fluvial);Aves
12019;12019;Anthus pratensis (Linnaeus, 1758);;;;;urn:lsid:recibio.net:name:783dede4-ab37-4bd3-8fcc-4c6352c57065;;;;Animalia;Chordata;Aves;Passeriformes;Motacillidae;Anthus;;pratensis;;Species;Anthus pratensis;(Linnaeus, 1758);;Bisbita común;Especie nativa;Terrestre (incl. fluvial);Aves
12021;12021;Glareola pratincola (Linnaeus, 1766);;;;;urn:lsid:recibio.net:name:75726c9d-baf5-476b-bba2-62398863b23c;;;;Animalia;Chordata;Aves;Charadriiformes;Glareolidae;Glareola;;pratincola;;Species;Glareola pratincola;(Linnaeus, 1766);;Canastera;Especie nativa;Terrestre (incl. fluvial);Aves
12025;12025;Chalcides pseudostriatus Caputo, 1993;;;;;urn:lsid:recibio.net:name:75c87d55-33fa-492f-97d0-fd65479c4fb3;;;;Animalia;Chordata;Reptilia;Squamata;Scincidae;Chalcides;;pseudostriatus;;Species;Chalcides pseudostriatus;Caputo, 1993;;Eslizón tridáctilo del Atlas;Especie nativa;Terrestre (incl. fluvial);Reptiles
12029;12029;Puffinus puffinus (Brünnich, 1764);;;;;;;;;Animalia;Chordata;Aves;Procellariiformes;Procellariidae;Puffinus;;puffinus;;Species;Puffinus puffinus;(Brünnich, 1764);;Pardela pichoneta;Especie nativa;Marino;Aves
12037;12037;Pelodytes punctatus (Daudin, 1802);;;;;urn:lsid:recibio.net:name:f425e415-644a-450a-9fae-f99f35355719;;;;Animalia;Chordata;Amphibia;Anura;Pelodytidae;Pelodytes;;punctatus;;Species;Pelodytes punctatus;(Daudin, 1802);;Sapillo moteado;Especie nativa;Terrestre (incl. fluvial);Anfibios
12040;12040;Myotis punicus Felten, 1977;;;;;urn:lsid:recibio.net:name:eb7cb2e0-238e-4792-b983-2c5ccbb42058;;;;Animalia;Chordata;Mammalia;Chiroptera;Vespertilionidae;Myotis;;punicus;;Species;Myotis punicus;Felten, 1977;;Murciélago ratonero moruno;Especie nativa;Terrestre (incl. fluvial);Mamíferos
12041;12041;Ardea purpurea Linnaeus, 1766;;;;;urn:lsid:recibio.net:name:151b64c2-5156-4680-a0fa-1ab320a3a7b2;;;;Animalia;Chordata;Aves;Pelecaniformes;Ardeidae;Ardea;;purpurea;;Species;Ardea purpurea;Linnaeus, 1766;;Garza;Especie nativa;Terrestre (incl. fluvial);Aves
12047;12047;Mustela putorius Linnaeus, 1758;32851;Putorius putorius L. 1758;Sinónimo;;urn:lsid:recibio.net:name:bd4bf6af-4af1-435a-826b-b94d6db641e0;;;;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Mustela;;putorius;;Species;Mustela putorius;Linnaeus, 1758;;Turón;Especie nativa;Terrestre (incl. fluvial);Mamíferos
12047;12047;Mustela putorius Linnaeus, 1758;;;;;urn:lsid:recibio.net:name:bd4bf6af-4af1-435a-826b-b94d6db641e0;;;;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Mustela;;putorius;;Species;Mustela putorius;Linnaeus, 1758;;Turón;Especie nativa;Terrestre (incl. fluvial);Mamíferos
12048;12048;Circus pygargus (Linnaeus, 1758);;;;;urn:lsid:recibio.net:name:020e225f-7df9-480a-be02-2fa493acadef;;;;Animalia;Chordata;Aves;Accipitriformes;Accipitridae;Circus;;pygargus;;Species;Circus pygargus;(Linnaeus, 1758);;Aguilucho cenizo;Especie nativa;Terrestre (incl. fluvial);Aves
12050;12050;Pipistrellus pygmaeus (Leach, 1825);32948;Pipistrellus pipistrellus pygmaeus;Sinónimo;;urn:lsid:recibio.net:name:d3110c93-8a19-4ba2-8a6e-ac9a51b6803a;;;;Animalia;Chordata;Mammalia;Chiroptera;Vespertilionidae;Pipistrellus;;pygmaeus;;Species;Pipistrellus pygmaeus;(Leach, 1825);;Murciélago de Cabrera;Especie nativa;Terrestre (incl. fluvial);Mamíferos
12050;12050;Pipistrellus pygmaeus (Leach, 1825);;;;;urn:lsid:recibio.net:name:d3110c93-8a19-4ba2-8a6e-ac9a51b6803a;;;;Animalia;Chordata;Mammalia;Chiroptera;Vespertilionidae;Pipistrellus;;pygmaeus;;Species;Pipistrellus pygmaeus;(Leach, 1825);;Murciélago de Cabrera;Especie nativa;Terrestre (incl. fluvial);Mamíferos
12051;12051;Triturus pygmaeus (Wolterstorff, 1905);;;;;urn:lsid:recibio.net:name:62b420eb-92c5-414e-91a3-8c0af43ea3fb;;;;Animalia;Chordata;Amphibia;Caudata;Salamandridae;Triturus;;pygmaeus;;Species;Triturus pygmaeus;(Wolterstorff, 1905);;Tritón pigmeo;Especie nativa;Terrestre (incl. fluvial);Anfibios
12054;12054;Rupicapra pyrenaica Bonaparte, 1845;;;;;urn:lsid:recibio.net:name:4011d376-d270-4535-9802-ef4f64ab0f44;;;;Animalia;Chordata;Mammalia;Artiodactyla;Bovidae;Rupicapra;;pyrenaica;;Species;Rupicapra pyrenaica;Bonaparte, 1845;;Rebeco;Especie nativa;Terrestre (incl. fluvial);Mamíferos
12055;12055;Capra pyrenaica Schinz, 1838;80100;Capra pyrenaica victoriae Cabrera, 1911;Sinónimo;;urn:lsid:recibio.net:name:14d9dadf-9b85-43f7-849a-c3451bea68d5;;;;Animalia;Chordata;Mammalia;Artiodactyla;Bovidae;Capra;;pyrenaica;;Species;Capra pyrenaica;Schinz, 1838;;Cabra montés;Especie nativa;Terrestre (incl. fluvial);Mamíferos
12055;12055;Capra pyrenaica Schinz, 1838;;;;;urn:lsid:recibio.net:name:14d9dadf-9b85-43f7-849a-c3451bea68d5;;;;Animalia;Chordata;Mammalia;Artiodactyla;Bovidae;Capra;;pyrenaica;;Species;Capra pyrenaica;Schinz, 1838;;Cabra montés;Especie nativa;Terrestre (incl. fluvial);Mamíferos
12056;12056;Rana pyrenaica Serra-Cobo, 1993;;;;;urn:lsid:recibio.net:name:708f55df-8854-4805-a2c5-dcda4605bfa3;;;;Animalia;Chordata;Amphibia;Anura;Ranidae;Rana;;pyrenaica;;Species;Rana pyrenaica;Serra-Cobo, 1993;;Rana pirenaica;Especie nativa;Terrestre (incl. fluvial);Anfibios
12059;12059;Galemys pyrenaicus (É. Geoffroy Saint-Hilaire, 1811);;;;;urn:lsid:recibio.net:name:4e4b41f3-8c36-42ad-b07d-d7079726f936;;;;Animalia;Chordata;Mammalia;Soricomorpha;Talpidae;Galemys;;pyrenaicus;;Species;Galemys pyrenaicus;(É. Geoffroy Saint-Hilaire, 1811);;Almizclera;Especie nativa;Terrestre (incl. fluvial);Mamíferos
12064;12064;Pyrrhocorax pyrrhocorax subsp. barbarus;;;;;;;;0;Animalia;Chordata;Aves;Passeriformes;Corvidae;Pyrrhocorax;;pyrrhocorax;barbarus;Subspecies;Pyrrhocorax pyrrhocorax barbarus;-;;;;Terrestre (incl. fluvial);Aves
12065;12065;Pyrrhocorax pyrrhocorax (Linnaeus, 1758);;;;;urn:lsid:recibio.net:name:14b6055b-1f0d-4309-af1b-57bb7aadfab4;;;;Animalia;Chordata;Aves;Passeriformes;Corvidae;Pyrrhocorax;;pyrrhocorax;;Species;Pyrrhocorax pyrrhocorax;(Linnaeus, 1758);;Chova piquirroja;Especie nativa;Terrestre (incl. fluvial);Aves
12067;12067;Pyrrhula pyrrhula (Linnaeus, 1758);;;;;urn:lsid:recibio.net:name:cdeb0bde-68c7-4578-bd27-cc8790ba0ee3;;;;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Pyrrhula;;pyrrhula;;Species;Pyrrhula pyrrhula;(Linnaeus, 1758);;Camachuelo común;Especie nativa;Terrestre (incl. fluvial);Aves
12074;12074;Eliomys quercinus (Linnaeus, 1766);;;;;urn:lsid:recibio.net:name:ec740c33-7978-4961-8844-5c24702348c4;;;;Animalia;Chordata;Mammalia;Rodentia;Gliridae;Eliomys;;quercinus;;Species;Eliomys quercinus;(Linnaeus, 1766);;Lirón careto;Especie nativa;Terrestre (incl. fluvial);Mamíferos
12081;12081;Ardeola ralloides (Scopoli, 1769);;;;;urn:lsid:recibio.net:name:80435192-2d06-4000-bc3f-4623c95a8b6f;;;;Animalia;Chordata;Aves;Pelecaniformes;Ardeidae;Ardeola;;ralloides;;Species;Ardeola ralloides;(Scopoli, 1769);;Garcilla cangrejera;Especie nativa;Terrestre (incl. fluvial);Aves
12088;12088;Regulus regulus (Linnaeus, 1758);;;;;urn:lsid:recibio.net:name:1d8b142b-3b5a-491d-b16e-426b00779e53;;;;Animalia;Chordata;Aves;Passeriformes;Regulidae;Regulus;;regulus;;Species;Regulus regulus;(Linnaeus, 1758);;Reyezuelo sencillo;Especie nativa;Terrestre (incl. fluvial);Aves
12097;12097;Riparia riparia (Linnaeus, 1758);;;;;urn:lsid:recibio.net:name:4c6ec851-425c-416f-b137-3ff0815eee0c;;;;Animalia;Chordata;Aves;Passeriformes;Hirundinidae;Riparia;;riparia;;Species;Riparia riparia;(Linnaeus, 1758);;Avión zapador;Especie nativa;Terrestre (incl. fluvial);Aves
12107;12107;Phoenicopterus roseus Pallas, 1811;;;;;;;;;Animalia;Chordata;Aves;Phoenicopteriformes;Phoenicopteridae;Phoenicopterus;;roseus;;Species;Phoenicopterus roseus;Pallas, 1811;;Flamenco;Especie nativa;Terrestre (incl. fluvial);Aves
12110;12110;Elephantulus rozeti (Duvernoy, 1833);;;;;urn:lsid:recibio.net:name:cf33a2bc-bfa1-4326-b6bb-bcb17c1a0555;;;;Animalia;Chordata;Mammalia;Macroscelidea;Macroscelididae;Elephantulus;;rozeti;;Species;Elephantulus rozeti;(Duvernoy, 1833);;Asarfif;Especie nativa;Terrestre (incl. fluvial);Mamíferos
12111;12111;Erithacus rubecula (Linnaeus, 1758);;;;;urn:lsid:recibio.net:name:6fb3f625-0c51-4cbc-8ddd-4ea6162dfdb6;;;;Animalia;Chordata;Aves;Passeriformes;Muscicapidae;Erithacus;;rubecula;;Species;Erithacus rubecula;(Linnaeus, 1758);;Frías;Especie nativa;Terrestre (incl. fluvial);Aves
12112;12112;Saxicola rubetra (Linnaeus, 1758);;;;;urn:lsid:recibio.net:name:0a88e529-c769-47f4-a51e-64533c5b9956;;;;Animalia;Chordata;Aves;Passeriformes;Muscicapidae;Saxicola;;rubetra;;Species;Saxicola rubetra;(Linnaeus, 1758);;Tarabilla norteña;Especie nativa;Terrestre (incl. fluvial);Aves
12114;12114;Alectoris rufa (Linnaeus, 1758);;;;;urn:lsid:recibio.net:name:ec740c33-7978-4961-8844-5c24702348c4;;;;Animalia;Chordata;Aves;Galliformes;Phasianidae;Alectoris;;rufa;;Species;Alectoris rufa;(Linnaeus, 1758);;Perdiz roja;Especie nativa;Terrestre (incl. fluvial);Aves
12116;96667;Alaudala rufescens polatzeki (Hartert, 1904);12116;Calandrella rufescens subsp. polatzekii;Sinónimo;;;;;;Animalia;Chordata;Aves;Passeriformes;Alaudidae;Alaudala;;rufescens;polatzeki;Subspecies;Alaudala rufescens polatzeki;(Hartert, 1904);;;;Terrestre (incl. fluvial);Aves
12116;96667;Alaudala rufescens polatzeki (Hartert, 1904);;;;;;;;;Animalia;Chordata;Aves;Passeriformes;Alaudidae;Alaudala;;rufescens;polatzeki;Subspecies;Alaudala rufescens polatzeki;(Hartert, 1904);;;;Terrestre (incl. fluvial);Aves
12118;96668;Alaudala rufescens apetzii (Brehm, 1857);12118;Calandrella rufescens subsp. aptezii;Sinónimo;;;;;;Animalia;Chordata;Aves;Passeriformes;Alaudidae;Alaudala;;rufescens;apetzii;Subspecies;Alaudala rufescens apetzii;(Brehm, 1857);;;;Terrestre (incl. fluvial);Aves
12118;96668;Alaudala rufescens apetzii (Brehm, 1857);;;;;;;;;Animalia;Chordata;Aves;Passeriformes;Alaudidae;Alaudala;;rufescens;apetzii;Subspecies;Alaudala rufescens apetzii;(Brehm, 1857);;;;Terrestre (incl. fluvial);Aves
12121;12121;Tachybaptus ruficollis (Pallas, 1764);;;;;urn:lsid:recibio.net:name:8a560046-d113-4d78-9c63-0c82ad8c7df3;;;;Animalia;Chordata;Aves;Podicipediformes;Podicipedidae;Tachybaptus;;ruficollis;;Species;Tachybaptus ruficollis;(Pallas, 1764);;Zampullín chico;Especie nativa;Terrestre (incl. fluvial);Aves
12122;12122;Caprimulgus ruficollis Temminck, 1820;;;;;urn:lsid:recibio.net:name:d7559faf-ee67-4a66-bc7e-babc1863c83b;;;;Animalia;Chordata;Aves;Caprimulgiformes;Caprimulgidae;Caprimulgus;;ruficollis;;Species;Caprimulgus ruficollis;Temminck, 1820;;Chotacabras cuellirrojo;Especie nativa;Terrestre (incl. fluvial);Aves
12124;12124;Netta rufina (Pallas, 1773);;;;;urn:lsid:recibio.net:name:07a5b9f3-6e9f-41a0-9093-4dbe617f6f47;;;;Animalia;Chordata;Aves;Anseriformes;Anatidae;Netta;;rufina;;Species;Netta rufina;(Pallas, 1773);;Pato colorado;Especie nativa;Terrestre (incl. fluvial);Aves
12125;12125;Buteo rufinus (Cretzschmar, 1829);;;;;urn:lsid:recibio.net:name:2929f670-9f0e-4aa0-a405-4bd7a26bc1f1;;;;Animalia;Chordata;Aves;Accipitriformes;Accipitridae;Buteo;;rufinus;;Species;Buteo rufinus;(Cretzschmar, 1829);;Busardo moro;Especie nativa;Terrestre (incl. fluvial);Aves
12131;12131;Ptyonoprogne rupestris (Scopoli, 1769);24454;Hirundo rupestris;Sinónimo;;urn:lsid:recibio.net:name:78cdc7a4-e7a3-4115-9ca0-6d963e7408cc;;;;Animalia;Chordata;Aves;Passeriformes;Hirundinidae;Ptyonoprogne;;rupestris;;Species;Ptyonoprogne rupestris;(Scopoli, 1769);;Avión roquero;Especie nativa;Terrestre (incl. fluvial);Aves
12131;12131;Ptyonoprogne rupestris (Scopoli, 1769);;;;;urn:lsid:recibio.net:name:78cdc7a4-e7a3-4115-9ca0-6d963e7408cc;;;;Animalia;Chordata;Aves;Passeriformes;Hirundinidae;Ptyonoprogne;;rupestris;;Species;Ptyonoprogne rupestris;(Scopoli, 1769);;Avión roquero;Especie nativa;Terrestre (incl. fluvial);Aves
12133;12133;Crocidura russula (Hermann, 1780);;;;;urn:lsid:recibio.net:name:1445efab-02bc-49e4-95d4-c98c6547d8b8;;;;Animalia;Chordata;Mammalia;Soricomorpha;Soricidae;Crocidura;;russula;;Species;Crocidura russula;(Hermann, 1780);;Musaraña gris;Especie nativa;Terrestre (incl. fluvial);Mamíferos
12134;12134;Hirundo rustica Linnaeus, 1758;;;;;urn:lsid:recibio.net:name:da5d5aad-cc97-4bcc-8e21-c6fff103f236;;;;Animalia;Chordata;Aves;Passeriformes;Hirundinidae;Hirundo;;rustica;;Species;Hirundo rustica;Linnaeus, 1758;;Andorina;Especie nativa;Terrestre (incl. fluvial);Aves
12136;12136;Scolopax rusticola Linnaeus, 1758;;;;;urn:lsid:recibio.net:name:19797e45-dc4e-4504-9a76-abeea2a15b14;;;;Animalia;Chordata;Aves;Charadriiformes;Scolopacidae;Scolopax;;rusticola;;Species;Scolopax rusticola;Linnaeus, 1758;;Chocha perdiz;Especie nativa;Terrestre (incl. fluvial);Aves
12140;12140;Pelophylax saharicus (Boulenger, 1913);12139;Rana saharica Boulenger, 1913;Sinónimo;;urn:lsid:recibio.net:name:0c4b092c-871f-4ac7-96aa-43b115ca8ad8;;;;Animalia;Chordata;Amphibia;Anura;Ranidae;Pelophylax;;saharicus;;Species;Pelophylax saharicus;(Boulenger, 1913);;Rana Verde Norteafricana;Especie nativa;Terrestre (incl. fluvial);Anfibios
12140;12140;Pelophylax saharicus (Boulenger, 1913);;;;;urn:lsid:recibio.net:name:0c4b092c-871f-4ac7-96aa-43b115ca8ad8;;;;Animalia;Chordata;Amphibia;Anura;Ranidae;Pelophylax;;saharicus;;Species;Pelophylax saharicus;(Boulenger, 1913);;Rana Verde Norteafricana;Especie nativa;Terrestre (incl. fluvial);Anfibios
12141;12141;Salamandra salamandra (Linnaeus, 1758);93950;Salamandra salamandra almanzoris Müller y Hellmich, 1935;Sinónimo;;urn:lsid:recibio.net:name:332e0644-a5f9-44ee-90f1-28c714cd15ba;;;;Animalia;Chordata;Amphibia;Caudata;Salamandridae;Salamandra;;salamandra;;Species;Salamandra salamandra;(Linnaeus, 1758);;Salamandra Común;Especie nativa;Terrestre (incl. fluvial);Anfibios
